id_pagamento,id_conta,id_forma_pagamento,id_banco,data_pagamento,valor_pago,juros,desconto,created_at,updated_at
2478,3881,1,1,2024-11-16,879.94,0.0,2.21,2026-07-15 18:29:01,2026-07-15 18:29:01
2479,3882,1,3,2026-04-21,697.78,8.27,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2480,3884,1,5,2024-09-24,1768.0,0.0,1.77,2026-07-15 18:29:01,2026-07-15 18:29:01
2481,3885,4,3,2025-12-07,29324.83,0.0,14.67,2026-07-15 18:29:01,2026-07-15 18:29:01
2482,3886,1,10,2025-09-23,11147.87,0.0,27.94,2026-07-15 18:29:01,2026-07-15 18:29:01
2483,3887,1,4,2025-09-12,2192.5,0.0,1.1,2026-07-15 18:29:01,2026-07-15 18:29:01
2484,3889,1,5,2025-07-16,830.05,0.83,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2485,3890,5,8,2025-11-13,4638.12,18.48,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2486,3891,7,10,2025-03-29,1726.48,17.09,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2487,3892,4,6,2026-01-24,10109.3,90.17,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2488,3894,1,3,2026-05-10,674.27,0.0,1.35,2026-07-15 18:29:01,2026-07-15 18:29:01
2489,3895,1,7,2025-07-01,804.08,0.0,0.4,2026-07-15 18:29:01,2026-07-15 18:29:01
2490,3897,1,7,2025-12-21,312.16,2.17,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2491,3898,1,7,2025-01-07,4104.12,40.63,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2492,3899,6,4,2025-06-16,922.46,2.76,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2493,3900,1,3,2024-09-22,173.19,0.0,0.43,2026-07-15 18:29:01,2026-07-15 18:29:01
2494,3904,1,3,2024-10-25,3562.77,7.11,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2495,3905,1,2,2025-02-27,304.86,2.72,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2496,3907,1,4,2025-06-18,12085.54,0.0,24.22,2026-07-15 18:29:01,2026-07-15 18:29:01
2497,3911,2,4,2025-06-02,795.13,0.0,0.8,2026-07-15 18:29:01,2026-07-15 18:29:01
2498,3913,2,5,2026-01-02,4673.31,4.67,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2499,3914,6,8,2024-11-24,17980.25,71.63,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2500,3915,3,1,2026-04-25,8933.97,0.0,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2501,3916,5,3,2025-09-15,2528.0,0.0,5.07,2026-07-15 18:29:01,2026-07-15 18:29:01
2502,3917,2,2,2025-06-01,3733.21,44.27,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2503,3918,2,4,2026-04-02,200.44,0.6,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2504,3919,1,3,2025-06-04,5434.75,21.65,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2505,3920,6,4,2026-04-19,625.34,0.0,1.25,2026-07-15 18:29:01,2026-07-15 18:29:01
2506,3921,7,4,2025-05-13,529.14,0.53,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2507,3924,3,10,2025-01-06,326.59,0.65,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2508,3925,1,7,2024-11-23,692.46,3.45,0.0,2026-07-15 18:29:01,2026-07-15 18:29:01
2509,3927,2,3,2025-05-17,11292.22,33.78,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2510,3929,5,4,2025-12-29,867.1,6.03,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2511,3930,7,6,2026-05-10,239.74,0.0,0.6,2026-07-15 18:29:02,2026-07-15 18:29:02
2512,3931,5,4,2026-04-21,537.14,6.89,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2513,3932,4,2,2025-08-28,1247.39,12.35,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2514,3934,1,2,2026-06-28,862.41,0.0,0.43,2026-07-15 18:29:02,2026-07-15 18:29:02
2515,3936,1,2,2025-03-29,855.06,0.0,1.28,2026-07-15 18:29:02,2026-07-15 18:29:02
2516,3937,1,6,2024-11-10,3826.69,37.89,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2517,3939,1,10,2026-06-21,4923.91,67.98,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2518,3940,1,5,2026-03-27,1002.1,14.81,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2519,3941,4,5,2025-10-04,1484.74,8.86,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2520,3942,6,4,2025-06-02,403.13,4.78,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2521,3944,2,6,2025-02-21,781.5,0.0,0.39,2026-07-15 18:29:02,2026-07-15 18:29:02
2522,3945,7,2,2026-05-15,2142.64,10.66,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2523,3946,5,10,2025-02-07,2135.23,31.56,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2524,3947,4,7,2024-11-19,4972.25,44.35,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2525,3948,4,1,2025-07-27,3505.88,0.0,8.79,2026-07-15 18:29:02,2026-07-15 18:29:02
2526,3951,4,8,2025-07-16,4065.94,24.25,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2527,3952,6,1,2026-06-05,12182.6,36.44,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2528,3953,4,5,2025-07-03,998.03,9.88,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2529,3955,1,1,2025-06-04,4301.93,51.01,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2530,3957,1,9,2025-02-27,1690.74,16.74,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2531,3958,2,2,2025-11-23,7420.07,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2532,3959,4,3,2025-01-18,2146.31,10.68,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2533,3961,6,5,2024-12-28,135.52,0.41,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2534,3963,6,4,2025-09-11,879.84,12.15,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2535,3965,1,7,2025-07-24,4800.96,56.93,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2536,3966,1,1,2026-03-18,1982.63,21.57,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2537,3967,6,2,2025-08-16,662.49,2.64,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2538,3968,1,2,2025-02-20,6976.43,82.72,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2539,3969,5,5,2025-09-19,4188.97,0.0,10.5,2026-07-15 18:29:02,2026-07-15 18:29:02
2540,3970,1,3,2025-01-04,684.85,7.45,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2541,3971,6,1,2024-12-20,12465.83,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2542,3973,6,3,2025-04-30,14508.8,200.32,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2543,3974,1,7,2025-01-10,844.55,11.66,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2544,3976,4,5,2025-05-09,5002.43,0.0,7.51,2026-07-15 18:29:02,2026-07-15 18:29:02
2545,3977,6,10,2026-02-21,2466.39,29.25,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2546,3978,2,9,2025-06-14,755.86,0.76,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2547,3979,5,8,2025-04-27,2114.4,20.93,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2548,3980,2,7,2025-11-28,1372.24,0.0,0.69,2026-07-15 18:29:02,2026-07-15 18:29:02
2549,3981,2,9,2026-02-27,3223.39,16.04,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2550,3982,1,1,2024-10-28,754.35,3.75,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2551,3984,4,3,2025-10-11,5193.76,56.51,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2552,3986,6,1,2026-03-20,1501.07,0.0,3.01,2026-07-15 18:29:02,2026-07-15 18:29:02
2553,3987,1,6,2025-08-13,13998.29,0.0,7.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2554,3988,1,6,2026-06-12,13746.84,0.0,27.55,2026-07-15 18:29:02,2026-07-15 18:29:02
2555,3989,1,8,2026-02-07,248.4,2.46,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2556,3990,2,1,2026-02-14,8307.7,0.0,16.65,2026-07-15 18:29:02,2026-07-15 18:29:02
2557,3991,4,10,2026-04-29,302.12,2.1,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2558,3993,3,3,2024-11-01,924.4,10.06,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2559,3994,1,8,2024-11-21,4867.58,62.47,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2560,3995,1,1,2026-01-21,3185.3,19.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2561,3996,1,4,2025-12-10,10720.64,0.0,16.11,2026-07-15 18:29:02,2026-07-15 18:29:02
2562,3997,4,7,2026-06-13,419.88,0.42,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2563,3998,2,4,2025-07-11,2204.97,0.0,3.31,2026-07-15 18:29:02,2026-07-15 18:29:02
2564,3999,1,3,2026-04-13,635.93,9.4,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2565,4000,5,4,2025-03-16,2993.13,35.49,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2566,4001,6,1,2024-12-05,1749.11,13.88,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2567,4002,6,7,2025-06-21,855.8,0.0,1.72,2026-07-15 18:29:02,2026-07-15 18:29:02
2568,4005,2,1,2025-12-08,15952.05,47.71,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2569,4006,6,4,2025-03-23,663.77,0.0,1.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2570,4007,6,2,2025-09-21,496.23,0.0,0.75,2026-07-15 18:29:02,2026-07-15 18:29:02
2571,4008,1,8,2025-07-30,3497.81,38.06,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2572,4011,2,7,2024-12-27,619.19,1.24,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2573,4012,1,6,2024-10-15,696.66,0.7,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2574,4013,2,3,2024-10-14,2568.3,5.13,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2575,4014,2,8,2025-05-04,2911.29,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2576,4015,2,4,2025-01-21,544.11,6.45,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2577,4016,5,3,2025-01-30,836.02,0.0,0.84,2026-07-15 18:29:02,2026-07-15 18:29:02
2578,4017,1,9,2026-05-04,555.31,7.13,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2579,4018,4,10,2025-11-16,127.16,1.13,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2580,4019,6,4,2026-02-21,4668.51,37.05,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2581,4020,6,2,2024-10-12,410.12,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2582,4021,2,7,2025-01-25,537.24,6.37,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2583,4022,4,2,2025-02-27,4226.82,21.03,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2584,4023,7,10,2025-02-06,92741.04,1099.7,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2585,4024,6,2,2025-06-22,891.67,7.95,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2586,4026,2,6,2025-10-07,266.09,1.32,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2587,4029,6,8,2025-10-08,1647.16,8.19,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2588,4031,5,6,2024-12-19,1530.61,12.15,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2589,4032,6,7,2026-05-29,200.46,1.59,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2590,4034,2,1,2025-10-18,1871.35,9.31,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2591,4035,2,3,2025-07-13,893.27,11.46,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2592,4037,5,1,2024-12-19,547.27,3.8,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2593,4038,1,6,2026-05-26,3803.84,11.38,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2594,4039,2,4,2025-09-28,1549.64,13.82,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2595,4042,1,8,2026-01-02,1054.33,7.33,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2596,4044,7,4,2026-02-06,224.04,0.0,0.45,2026-07-15 18:29:02,2026-07-15 18:29:02
2597,4045,1,9,2025-11-12,6994.06,96.56,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2598,4046,7,4,2025-04-08,11337.22,0.0,5.67,2026-07-15 18:29:02,2026-07-15 18:29:02
2599,4047,1,7,2025-01-12,7525.76,29.98,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2600,4049,1,5,2024-11-11,492.36,0.98,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2601,4051,1,3,2024-12-20,884.85,4.4,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2602,4053,6,5,2025-01-21,4160.77,12.44,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2603,4054,2,1,2025-02-20,967.01,10.52,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2604,4055,1,1,2026-05-27,1261.19,16.19,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2605,4056,2,2,2026-04-25,556.95,0.0,1.12,2026-07-15 18:29:02,2026-07-15 18:29:02
2606,4057,1,6,2025-02-02,1411.4,0.0,0.71,2026-07-15 18:29:02,2026-07-15 18:29:02
2607,4058,6,8,2026-01-01,558.45,3.33,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2608,4059,1,1,2025-06-22,4735.04,9.45,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2609,4060,1,2,2026-06-13,13286.65,52.93,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2610,4061,2,1,2026-04-08,4680.12,32.53,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2611,4063,4,2,2025-02-02,2559.61,2.56,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2612,4064,6,2,2025-04-27,4348.05,21.63,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2613,4065,2,9,2025-03-15,472.44,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2614,4067,6,5,2025-05-22,3395.83,43.58,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2615,4068,2,3,2025-11-02,955.71,0.0,0.96,2026-07-15 18:29:02,2026-07-15 18:29:02
2616,4070,1,3,2025-08-10,15568.01,62.02,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2617,4072,1,8,2026-01-02,844.14,10.83,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2618,4073,6,9,2026-01-09,841.47,0.0,1.69,2026-07-15 18:29:02,2026-07-15 18:29:02
2619,4074,1,7,2025-08-30,8371.33,41.65,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2620,4076,2,5,2025-01-12,20516.28,162.83,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2621,4077,6,1,2026-07-05,2884.72,0.0,2.89,2026-07-15 18:29:02,2026-07-15 18:29:02
2622,4078,5,4,2025-03-09,1671.01,3.34,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2623,4079,6,8,2026-03-28,4078.99,56.32,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2624,4080,5,5,2024-09-30,770.63,11.39,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2625,4081,1,4,2026-04-29,1041.72,7.24,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2626,4083,1,5,2025-08-03,19678.79,214.11,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2627,4087,2,7,2025-07-06,3940.44,46.72,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2628,4088,2,4,2025-07-10,116.3,0.58,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2629,4090,1,10,2026-04-18,1511.76,3.02,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2630,4091,7,5,2026-07-01,1060.51,7.37,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2631,4092,2,5,2026-04-04,147.09,2.03,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2632,4093,1,10,2026-04-05,9916.4,0.0,14.9,2026-07-15 18:29:02,2026-07-15 18:29:02
2633,4095,5,3,2025-10-25,3886.55,15.48,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2634,4096,1,10,2025-12-01,4413.35,0.0,2.21,2026-07-15 18:29:02,2026-07-15 18:29:02
2635,4097,2,9,2026-04-12,541.99,0.0,0.81,2026-07-15 18:29:02,2026-07-15 18:29:02
2636,4098,2,2,2025-10-26,3273.98,0.0,6.56,2026-07-15 18:29:02,2026-07-15 18:29:02
2637,4100,1,3,2025-02-27,951.01,2.84,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2638,4101,2,7,2025-09-12,572.83,6.23,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2639,4102,5,6,2025-02-19,18515.37,0.0,9.26,2026-07-15 18:29:02,2026-07-15 18:29:02
2640,4103,2,5,2026-03-03,15491.47,153.38,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2641,4105,1,6,2025-10-12,797.01,7.89,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2642,4109,1,1,2025-01-08,1964.39,25.21,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2643,4111,7,3,2025-10-17,38989.6,538.32,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2644,4113,1,4,2025-04-28,301.84,3.28,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2645,4114,1,2,2024-09-22,1679.05,0.0,2.52,2026-07-15 18:29:02,2026-07-15 18:29:02
2646,4115,1,2,2025-02-06,677.04,5.37,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2647,4116,1,10,2025-11-08,3838.9,49.27,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2648,4120,2,9,2025-05-17,380.6,3.02,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2649,4122,1,2,2026-04-12,2933.23,17.49,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2650,4123,2,8,2025-01-12,14962.27,89.24,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2651,4126,5,3,2025-01-29,2768.47,0.0,6.94,2026-07-15 18:29:02,2026-07-15 18:29:02
2652,4127,7,4,2025-08-17,954.64,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2653,4129,6,8,2024-12-27,4292.96,59.27,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2654,4130,3,3,2026-02-19,2947.38,26.29,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2655,4134,1,9,2026-03-04,4856.91,43.32,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2656,4135,1,7,2026-04-26,580.75,1.16,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2657,4136,1,5,2025-07-17,891.04,5.31,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2658,4139,1,1,2024-11-16,4089.63,0.0,6.14,2026-07-15 18:29:02,2026-07-15 18:29:02
2659,4140,1,2,2026-06-28,10078.23,0.0,20.2,2026-07-15 18:29:02,2026-07-15 18:29:02
2660,4141,6,9,2026-02-04,3015.26,41.63,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2661,4143,1,4,2024-12-22,207.99,0.83,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2662,4146,1,3,2025-11-11,11756.71,0.0,11.77,2026-07-15 18:29:02,2026-07-15 18:29:02
2663,4148,1,5,2025-07-14,19609.62,194.15,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2664,4149,5,8,2025-02-27,3174.17,3.17,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2665,4150,1,6,2025-10-29,435.85,0.44,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2666,4151,5,2,2025-01-23,4635.73,50.44,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2667,4153,2,5,2025-07-31,15099.3,179.04,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2668,4154,4,7,2025-12-05,17473.13,0.0,8.74,2026-07-15 18:29:02,2026-07-15 18:29:02
2669,4155,1,5,2025-03-26,126.05,0.0,0.32,2026-07-15 18:29:02,2026-07-15 18:29:02
2670,4156,1,9,2025-10-02,18720.06,203.68,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2671,4158,1,5,2024-11-11,54449.89,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2672,4159,5,9,2025-09-07,752.4,0.75,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2673,4162,1,4,2025-03-15,2826.37,39.02,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2674,4163,4,6,2024-10-19,10272.01,91.62,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2675,4164,1,4,2025-08-01,478.34,0.0,1.2,2026-07-15 18:29:02,2026-07-15 18:29:02
2676,4165,4,2,2024-10-05,3767.78,11.27,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2677,4166,6,6,2025-09-05,609.73,3.64,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2678,4169,1,4,2026-03-18,4611.03,0.0,11.56,2026-07-15 18:29:02,2026-07-15 18:29:02
2679,4170,1,6,2025-06-15,895.27,13.23,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2680,4172,2,6,2025-12-06,430.12,2.99,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2681,4175,6,4,2025-09-05,698.31,0.0,0.7,2026-07-15 18:29:02,2026-07-15 18:29:02
2682,4177,6,3,2025-04-15,1444.92,14.31,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2683,4178,1,8,2026-04-30,869.41,10.31,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2684,4179,2,8,2026-01-27,3891.54,3.89,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2685,4181,2,2,2026-02-11,11735.81,104.68,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2686,4183,1,4,2024-11-05,18797.1,0.0,47.11,2026-07-15 18:29:02,2026-07-15 18:29:02
2687,4186,1,7,2026-01-30,1415.23,15.4,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2688,4188,1,5,2025-09-30,6420.34,63.57,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2689,4189,1,1,2025-09-14,1969.17,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2690,4190,1,3,2025-11-11,8614.58,51.38,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2691,4191,1,8,2026-01-11,442.5,1.76,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2692,4192,1,2,2025-10-07,638.37,6.95,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2693,4196,3,6,2025-03-20,624.84,0.0,1.25,2026-07-15 18:29:02,2026-07-15 18:29:02
2694,4198,6,9,2026-04-28,3767.42,26.19,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2695,4199,6,9,2026-04-01,7315.96,0.0,18.34,2026-07-15 18:29:02,2026-07-15 18:29:02
2696,4200,1,4,2025-04-21,16853.1,50.41,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2697,4201,6,8,2025-07-18,4111.96,20.46,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2698,4204,1,6,2026-03-02,7659.89,0.0,3.83,2026-07-15 18:29:02,2026-07-15 18:29:02
2699,4207,2,6,2025-11-21,2604.5,18.1,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2700,4208,6,5,2025-10-23,17065.81,235.62,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2701,4211,2,3,2025-08-30,885.98,1.77,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2702,4212,1,4,2026-02-15,598.62,7.68,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2703,4213,6,2,2025-11-20,1682.94,6.7,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2704,4215,2,9,2025-05-21,11221.95,55.83,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2705,4216,1,4,2024-09-18,3719.02,0.0,1.86,2026-07-15 18:29:02,2026-07-15 18:29:02
2706,4218,2,5,2026-06-01,1735.88,0.0,0.87,2026-07-15 18:29:02,2026-07-15 18:29:02
2707,4219,6,3,2026-05-26,1400.29,1.4,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2708,4220,4,8,2026-06-21,606.99,2.42,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2709,4222,6,6,2026-05-05,811.8,8.83,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2710,4223,7,5,2025-03-27,11395.18,90.44,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2711,4224,4,7,2026-01-05,203.3,0.0,0.1,2026-07-15 18:29:02,2026-07-15 18:29:02
2712,4225,6,8,2026-03-31,3988.64,51.19,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2713,4226,1,9,2025-11-16,17785.34,88.48,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2714,4227,6,7,2025-07-02,4108.37,48.72,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2715,4228,1,9,2025-12-13,426.68,0.0,0.43,2026-07-15 18:29:02,2026-07-15 18:29:02
2716,4229,4,4,2025-09-24,12161.33,0.0,6.08,2026-07-15 18:29:02,2026-07-15 18:29:02
2717,4232,6,7,2026-03-29,369.01,1.84,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2718,4234,7,3,2025-01-25,646.0,5.13,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2719,4236,2,7,2025-03-12,3386.11,13.49,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2720,4237,6,7,2026-07-02,8596.95,127.05,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2721,4238,1,4,2025-06-02,3573.48,10.69,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2722,4240,1,10,2026-05-18,2933.15,2.93,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2723,4241,1,10,2026-05-25,917.06,0.0,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2724,4242,2,3,2026-03-20,513.59,7.09,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2725,4243,2,5,2025-01-26,1096.83,15.14,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2726,4247,2,10,2026-03-30,883.18,1.76,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
2727,4248,4,2,2025-05-16,16891.63,33.72,0.0,2026-07-15 18:29:02,2026-07-15 18:29:02
