id_conta,id_fornecedor,id_categoria,id_centro_custo,id_banco,numero_nf,data_emissao,data_vencimento,valor,status,observacoes,created_at,updated_at
1850,20,9,13,8,NF00001850,2026-02-10,2026-02-27,772.09,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1851,70,9,13,8,NF00001851,2026-05-01,2026-05-08,1601.4,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1852,388,11,12,4,NF00001852,2026-03-31,2026-04-10,512.73,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1853,349,8,8,8,NF00001853,2025-10-28,2025-11-26,672.71,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1854,142,11,12,1,NF00001854,2025-03-21,2025-05-04,838.68,Vencida,Fornecedor notificou atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1855,223,17,1,5,NF00001855,2024-11-07,2024-12-18,19014.62,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1856,258,11,12,4,NF00001856,2025-09-14,2025-10-02,757.59,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1857,150,11,12,10,NF00001857,2025-05-21,2025-06-18,13809.76,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1858,197,8,6,10,NF00001858,2024-09-04,2024-10-23,78981.24,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1859,244,8,8,4,NF00001859,2026-02-14,2026-04-13,19836.31,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1860,450,11,12,3,NF00001860,2026-04-17,2026-04-27,1000.99,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1861,230,11,12,9,NF00001861,2026-06-25,2026-08-03,2886.76,Pendente,Aguardando aprovação.,2026-07-15 18:28:52,2026-07-15 18:28:52
1862,99,11,12,4,NF00001862,2025-02-16,2025-03-17,446.98,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1863,238,8,6,9,NF00001863,2025-11-21,2025-12-08,644.84,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1864,165,8,8,5,NF00001864,2026-06-25,2026-08-15,13407.29,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1865,356,2,9,2,NF00001865,2026-05-21,2026-06-20,2392.72,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1866,481,13,15,6,NF00001866,2026-08-23,2026-09-11,603.81,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1867,427,10,15,6,NF00001867,2025-03-20,2025-04-19,1042.69,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1868,366,8,6,4,NF00001868,2025-06-10,2025-07-03,184.7,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1869,217,8,8,1,NF00001869,2025-02-08,2025-03-12,347.46,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1870,4,11,11,5,NF00001870,2026-04-23,2026-06-14,614.96,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1871,106,11,11,10,NF00001871,2024-07-27,2024-09-20,2893.79,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1872,73,11,12,2,NF00001872,2025-12-19,2026-02-09,904.84,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1873,273,8,8,3,NF00001873,2026-03-04,2026-03-14,477.62,Vencida,Necessita regularização.,2026-07-15 18:28:52,2026-07-15 18:28:52
1874,193,8,6,1,NF00001874,2025-11-11,2025-12-29,9162.17,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1875,254,8,6,1,NF00001875,2025-12-10,2026-01-23,4598.67,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1876,123,17,1,6,NF00001876,2026-05-03,2026-05-14,11047.6,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1877,16,8,8,9,NF00001877,2026-05-07,2026-05-31,255.33,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1878,118,9,13,4,NF00001878,2026-07-08,2026-09-06,3541.2,Pendente,Aguardando aprovação.,2026-07-15 18:28:52,2026-07-15 18:28:52
1879,253,8,8,5,NF00001879,2024-10-12,2024-12-11,407.31,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1880,398,2,9,2,NF00001880,2026-03-27,2026-04-14,1465.05,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1881,393,11,12,2,NF00001881,2025-11-27,2026-01-23,4863.06,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1882,173,8,8,4,NF00001882,2025-10-10,2025-11-05,4508.79,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1883,87,8,8,4,NF00001883,2026-06-17,2026-08-08,2241.95,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1884,68,10,15,3,NF00001884,2025-12-11,2026-01-04,2655.93,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1885,321,11,12,3,NF00001885,2026-03-05,2026-04-12,495.64,Cancelada,Pagamento não autorizado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1886,491,8,8,10,NF00001886,2024-08-18,2024-10-07,12845.64,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1887,269,2,9,1,NF00001887,2024-11-19,2024-12-09,1622.82,Vencida,Fornecedor notificou atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1888,338,11,12,7,NF00001888,2025-11-17,2025-12-15,16944.07,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1889,276,11,12,9,NF00001889,2024-12-11,2025-02-05,2075.8,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1890,275,11,11,5,NF00001890,2024-12-14,2025-02-01,929.73,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1891,13,6,11,3,NF00001891,2024-11-14,2024-12-15,2291.96,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1892,251,8,8,10,NF00001892,2025-07-05,2025-07-12,194.15,Vencida,Pagamento em atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1893,335,11,12,7,NF00001893,2025-12-07,2026-01-05,912.68,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1894,394,10,15,3,NF00001894,2024-09-16,2024-10-22,119.57,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1895,284,11,12,10,NF00001895,2026-07-07,2026-07-30,2894.29,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1896,172,11,12,6,NF00001896,2026-05-14,2026-06-04,2604.61,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1897,487,11,12,2,NF00001897,2025-04-17,2025-05-31,19309.73,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1898,155,10,15,3,NF00001898,2025-01-06,2025-01-25,18298.93,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1899,480,11,11,3,NF00001899,2026-03-19,2026-04-14,963.92,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1900,154,11,11,6,NF00001900,2026-01-26,2026-02-14,100.76,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1901,70,9,13,5,NF00001901,2025-04-12,2025-04-24,871.99,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1902,319,11,12,4,NF00001902,2026-06-03,2026-07-10,4102.43,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1903,48,10,15,6,NF00001903,2025-11-03,2025-12-10,2576.19,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1904,21,9,13,7,NF00001904,2026-06-20,2026-07-21,4052.22,Pendente,Aguardando aprovação.,2026-07-15 18:28:52,2026-07-15 18:28:52
1905,478,9,13,6,NF00001905,2026-08-16,2026-09-10,795.93,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1906,484,11,12,7,NF00001906,2024-11-14,2024-11-22,2387.47,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1907,292,8,6,10,NF00001907,2024-12-20,2025-02-17,426.05,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1908,341,11,12,10,NF00001908,2025-11-07,2025-11-22,169.54,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1909,138,8,8,4,NF00001909,2025-04-30,2025-06-17,183.57,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1910,421,2,9,7,NF00001910,2025-03-01,2025-03-10,707.75,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1911,436,6,11,7,NF00001911,2026-02-21,2026-03-29,565.61,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1912,133,8,8,6,NF00001912,2026-07-08,2026-09-04,876.22,Pendente,Aguardando aprovação.,2026-07-15 18:28:52,2026-07-15 18:28:52
1913,332,11,11,3,NF00001913,2025-03-30,2025-04-06,2535.96,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1914,273,8,8,7,NF00001914,2024-09-20,2024-10-04,482.48,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1915,483,11,12,8,NF00001915,2024-12-15,2025-01-14,15680.35,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1916,290,8,6,3,NF00001916,2026-04-09,2026-04-25,2533.89,Cancelada,Documento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1917,153,9,13,6,NF00001917,2024-12-05,2025-02-02,2031.35,Vencida,Fornecedor notificou atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1918,363,11,11,8,NF00001918,2025-01-24,2025-03-01,1159.38,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1919,342,6,11,1,NF00001919,2025-06-14,2025-08-03,2009.31,Vencida,Necessita regularização.,2026-07-15 18:28:52,2026-07-15 18:28:52
1920,255,8,6,1,NF00001920,2026-05-24,2026-06-28,421.2,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1921,155,10,15,5,NF00001921,2026-04-28,2026-06-08,2428.98,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1922,449,6,11,7,NF00001922,2026-01-01,2026-02-17,185.12,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1923,167,9,13,7,NF00001923,2024-09-28,2024-10-20,512.23,Vencida,Fornecedor notificou atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1924,170,10,15,9,NF00001924,2026-05-21,2026-06-06,393.93,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1925,116,11,11,2,NF00001925,2024-08-08,2024-10-01,26301.19,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1926,361,9,13,7,NF00001926,2024-07-23,2024-09-15,772.09,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1927,347,2,9,7,NF00001927,2025-07-24,2025-09-08,13563.43,Cancelada,Lançamento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1928,105,8,6,9,NF00001928,2025-05-14,2025-06-26,819.06,Vencida,Necessita regularização.,2026-07-15 18:28:52,2026-07-15 18:28:52
1929,114,6,11,4,NF00001929,2026-08-15,2026-09-02,3987.48,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1930,427,10,15,9,NF00001930,2026-08-02,2026-08-27,4638.99,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1931,86,10,15,1,NF00001931,2026-02-09,2026-03-05,472.89,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1932,149,17,1,8,NF00001932,2025-11-10,2025-12-01,45452.75,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1933,282,8,8,6,NF00001933,2024-09-01,2024-10-30,3912.66,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1934,55,6,11,10,NF00001934,2025-02-01,2025-03-15,3165.83,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1935,393,11,12,6,NF00001935,2025-02-03,2025-03-29,499.94,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1936,232,8,8,4,NF00001936,2025-05-20,2025-05-29,451.06,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1937,20,9,13,10,NF00001937,2025-07-15,2025-07-27,3245.3,Cancelada,Documento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1938,490,10,15,9,NF00001938,2025-03-16,2025-03-24,383.8,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1939,98,8,6,10,NF00001939,2025-03-22,2025-05-16,3259.57,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1940,336,11,11,5,NF00001940,2024-12-27,2025-01-11,1938.87,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1941,28,3,11,10,NF00001941,2025-11-26,2025-12-10,456.17,Vencida,Fornecedor notificou atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1942,355,8,8,5,NF00001942,2025-04-19,2025-05-31,799.77,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1943,434,10,15,6,NF00001943,2026-06-09,2026-08-04,3396.99,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1944,383,11,12,2,NF00001944,2026-07-28,2026-08-24,3532.49,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1945,182,11,12,9,NF00001945,2025-03-02,2025-03-27,463.57,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1946,302,8,6,3,NF00001946,2024-11-16,2025-01-15,359.57,Vencida,Necessita regularização.,2026-07-15 18:28:52,2026-07-15 18:28:52
1947,182,11,12,8,NF00001947,2026-07-04,2026-08-21,1393.29,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1948,402,8,8,7,NF00001948,2026-01-09,2026-02-24,3475.5,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1949,163,8,6,9,NF00001949,2026-05-26,2026-06-22,3928.59,Cancelada,Lançamento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1950,8,11,12,4,NF00001950,2025-06-23,2025-07-01,3737.45,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1951,351,8,8,10,NF00001951,2025-12-12,2025-12-29,3208.23,Vencida,Necessita regularização.,2026-07-15 18:28:52,2026-07-15 18:28:52
1952,413,11,12,6,NF00001952,2026-08-10,2026-08-29,524.95,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1953,400,9,13,3,NF00001953,2025-02-22,2025-03-30,8105.11,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1954,453,17,1,10,NF00001954,2025-02-19,2025-03-30,259.19,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1955,240,17,1,2,NF00001955,2026-08-25,2026-09-11,18081.28,Pendente,Aguardando aprovação.,2026-07-15 18:28:52,2026-07-15 18:28:52
1956,192,17,1,8,NF00001956,2026-07-08,2026-08-27,773.75,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1957,422,8,8,9,NF00001957,2025-04-21,2025-05-14,6055.48,Cancelada,Lançamento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1958,41,8,6,9,NF00001958,2024-11-24,2025-01-15,14706.34,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1959,226,8,8,8,NF00001959,2025-04-04,2025-06-03,2171.85,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1960,188,13,15,1,NF00001960,2024-08-14,2024-09-18,3046.24,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1961,96,8,6,2,NF00001961,2024-10-05,2024-11-29,16369.11,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1962,326,11,12,3,NF00001962,2025-09-13,2025-11-09,1567.8,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1963,186,11,11,4,NF00001963,2025-02-09,2025-04-02,724.34,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1964,89,17,1,4,NF00001964,2026-06-09,2026-08-05,720.27,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1965,487,11,12,5,NF00001965,2026-01-05,2026-02-14,4045.29,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1966,295,8,6,1,NF00001966,2025-08-25,2025-09-20,426.45,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1967,469,13,15,3,NF00001967,2025-09-01,2025-09-17,741.77,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1968,238,8,6,3,NF00001968,2024-09-10,2024-10-01,445.8,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1969,112,8,6,4,NF00001969,2025-05-16,2025-07-08,110.86,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1970,287,8,6,9,NF00001970,2025-06-10,2025-07-28,1681.64,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1971,209,8,8,10,NF00001971,2025-01-16,2025-03-05,436.93,Vencida,Pagamento em atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1972,136,11,11,9,NF00001972,2026-04-12,2026-05-10,2519.49,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1973,366,8,6,5,NF00001973,2026-01-26,2026-03-15,647.78,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1974,393,11,12,6,NF00001974,2026-05-04,2026-07-03,3554.55,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1975,294,9,13,9,NF00001975,2026-05-10,2026-06-11,2454.24,Vencida,Fornecedor notificou atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1976,203,9,13,2,NF00001976,2024-11-21,2025-01-14,2085.89,Cancelada,Lançamento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1977,8,11,12,2,NF00001977,2025-10-13,2025-11-04,610.03,Cancelada,Pagamento não autorizado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1978,238,8,6,3,NF00001978,2026-07-07,2026-08-28,1980.35,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1979,256,8,8,3,NF00001979,2026-02-18,2026-04-13,3207.9,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1980,109,11,11,2,NF00001980,2025-11-23,2025-12-14,372.48,Vencida,Pagamento em atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1981,432,6,11,10,NF00001981,2026-07-14,2026-09-09,1393.08,Pendente,Aguardando aprovação.,2026-07-15 18:28:52,2026-07-15 18:28:52
1982,497,11,12,6,NF00001982,2026-07-31,2026-08-12,530.47,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1983,3,11,11,4,NF00001983,2025-07-30,2025-09-11,3393.18,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1984,109,11,11,10,NF00001984,2025-02-21,2025-04-18,15799.72,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1985,49,11,12,4,NF00001985,2026-06-22,2026-07-15,4022.17,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1986,242,11,11,10,NF00001986,2025-01-28,2025-03-08,2314.56,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1987,233,3,11,5,NF00001987,2024-11-09,2024-12-18,2364.57,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1988,195,10,15,8,NF00001988,2026-06-12,2026-07-09,7732.7,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1989,83,2,9,8,NF00001989,2025-08-25,2025-09-07,784.39,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
1990,266,2,9,6,NF00001990,2026-01-30,2026-03-26,1730.62,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1991,490,10,15,4,NF00001991,2025-03-06,2025-03-19,789.78,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
1992,7,11,12,5,NF00001992,2025-07-31,2025-08-17,704.7,Vencida,Pagamento em atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1993,327,11,12,7,NF00001993,2026-06-28,2026-07-25,14151.85,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1994,367,10,15,8,NF00001994,2026-07-11,2026-08-01,16696.32,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1995,357,11,12,8,NF00001995,2025-08-07,2025-09-04,10561.87,Vencida,Fornecedor notificou atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
1996,72,11,12,6,NF00001996,2026-07-19,2026-08-20,377.22,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1997,362,8,6,1,NF00001997,2026-06-19,2026-08-06,4874.72,Pendente,Aguardando aprovação.,2026-07-15 18:28:52,2026-07-15 18:28:52
1998,299,8,6,8,NF00001998,2026-06-09,2026-07-28,733.91,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
1999,116,11,11,5,NF00001999,2025-05-23,2025-06-19,389.66,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
2000,309,11,12,9,NF00002000,2026-07-19,2026-08-12,14263.34,Pendente,Aguardando aprovação.,2026-07-15 18:28:52,2026-07-15 18:28:52
2001,302,8,6,2,NF00002001,2024-10-09,2024-11-15,531.71,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2002,181,11,12,7,NF00002002,2026-06-17,2026-08-01,12305.62,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
2003,127,8,6,7,NF00002003,2024-12-12,2025-01-11,408.42,Paga,Pagamento conciliado.,2026-07-15 18:28:52,2026-07-15 18:28:52
2004,470,13,15,5,NF00002004,2025-06-22,2025-08-17,774.84,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
2005,459,6,11,7,NF00002005,2026-08-01,2026-08-20,13847.12,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
2006,298,8,8,2,NF00002006,2025-09-10,2025-10-22,591.93,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
2007,120,10,15,5,NF00002007,2026-07-13,2026-09-08,792.92,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
2008,492,3,11,6,NF00002008,2025-11-20,2025-12-08,795.43,Cancelada,Pagamento não autorizado.,2026-07-15 18:28:52,2026-07-15 18:28:52
2009,259,13,15,8,NF00002009,2025-09-30,2025-10-23,279.09,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
2010,195,10,15,1,NF00002010,2025-01-05,2025-03-04,2709.32,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2011,430,10,15,9,NF00002011,2024-11-09,2024-12-13,49877.95,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2012,170,10,15,9,NF00002012,2025-08-16,2025-09-28,584.93,Vencida,Necessita regularização.,2026-07-15 18:28:52,2026-07-15 18:28:52
2013,80,11,11,2,NF00002013,2026-08-19,2026-09-02,4896.91,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
2014,182,11,12,3,NF00002014,2026-08-07,2026-09-12,6315.95,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
2015,364,10,15,4,NF00002015,2026-06-26,2026-08-01,11464.2,Pendente,Aguardando pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
2016,24,11,12,3,NF00002016,2026-06-30,2026-08-05,683.06,Pendente,Programado para pagamento.,2026-07-15 18:28:52,2026-07-15 18:28:52
2017,14,8,6,7,NF00002017,2024-08-15,2024-10-14,2175.26,Vencida,Necessita regularização.,2026-07-15 18:28:52,2026-07-15 18:28:52
2018,329,8,6,1,NF00002018,2025-10-16,2025-11-29,235.45,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
2019,360,11,12,6,NF00002019,2024-11-05,2024-12-04,1801.33,Paga,Quitação confirmada.,2026-07-15 18:28:52,2026-07-15 18:28:52
2020,423,11,12,10,NF00002020,2025-12-29,2026-01-11,8092.16,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2021,364,10,15,9,NF00002021,2024-12-10,2025-01-08,16691.95,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2022,90,11,12,6,NF00002022,2025-11-24,2025-12-20,14872.51,Vencida,Pagamento em atraso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2023,72,11,12,7,NF00002023,2025-07-09,2025-07-17,927.89,Cancelada,Documento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
2024,257,11,12,8,NF00002024,2025-11-13,2025-12-14,5381.36,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2025,153,9,13,8,NF00002025,2024-09-20,2024-11-18,793.89,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2026,404,8,6,2,NF00002026,2025-01-19,2025-02-02,3313.21,Cancelada,Documento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
2027,9,11,12,4,NF00002027,2025-07-23,2025-08-25,3419.39,Paga,Pagamento realizado com sucesso.,2026-07-15 18:28:52,2026-07-15 18:28:52
2028,220,10,15,4,NF00002028,2025-09-18,2025-10-27,10397.88,Cancelada,Documento cancelado.,2026-07-15 18:28:52,2026-07-15 18:28:52
